primary_isbn13,title,author,publish_year,page_count,publisher,ol_edition_count,ol_subjects,ol_ebook_access,ol_languages,ol_first_publish_year,is_bestseller
9.79899E+12,Secret Files of Scotland Yard,Rebecca Davis,2025,,Scotland Yard Books,1,"['Fiction, mystery & detective, general']",no_ebook,['eng'],2025,0
9.7802E+12,Michel Legrand,Michel Legrand,2025,288,"Oxford University Press, Incorporated",1,"['Music, history and criticism']",no_ebook,['eng'],2025,0
9.79899E+12,Leave the Light On,Kathy Lamm,2025,,EKL Books,2,"['Self-help techniques', 'Spirituality']",no_ebook,['eng'],2025,0
9.78104E+12,Elgar Encyclopedia of Political Anthropology,Arpad Szakolczai,2025,734,"Elgar Publishing Limited, Edward",1,[],no_ebook,['eng'],2025,0
9.78197E+12,Voices Within,Lana Stasek,2025,,Stasek Publishing,2,"['Memoirs', 'Family']",no_ebook,['eng'],2025,0
9.79888E+12,Sorceline Book 3,Sylvia Douyé,2025,144,Andrews McMeel Publishing,2,[],no_ebook,['eng'],2025,0
9.78155E+12,Pokémon Glow-In-the-Dark Coloring Book,Scholastic,2025,96,"Scholastic, Incorporated",1,[],no_ebook,['eng'],2025,0
9.78135E+12,"How We Talk about Animals, and Why It Matters",Alison Sealey,2025,256,Bloomsbury Publishing Plc,1,['English language'],no_ebook,['eng'],2025,0
9.78001E+12,My Silver Lining,Laura Pavlov,2025,352,"Entangled Publishing, LLC",2,[],no_ebook,['eng'],2025,0
9.78037E+12,That Heaven of Freedom,Scott Miller,2025,304,"Farrar, Straus & Giroux",1,[],no_ebook,['eng'],2025,0
9.78198E+12,"Aria of the Beech Forest, Vol. 3",Yugiri Aika,2025,196,Yen Press LLC,1,[],no_ebook,['eng'],2025,0
9.78178E+12,Who Do You Think You Are?,Catherine Flanagan,2025,160,Attic Press,1,[],no_ebook,['eng'],2025,0
9.78197E+12,Church of Shadow and Light,Heidi Barr,2025,,Wayfarer Books,1,['Poetry (poetic works by one author)'],no_ebook,['eng'],2025,0
9.79899E+12,Men under Pressure,Whitney Wright,2025,306,Tortuga Books,1,"['Self-help techniques', 'Health']",no_ebook,['eng'],2025,0
9.78195E+12,Healing Heresy,Michael Cocoris,2025,,"Cocoris, G. Michael",1,"['Bible, commentaries', 'Religion']",no_ebook,['eng'],2025,0
9.78196E+12,Resurrection,N. N. Britt,2025,,NB Creative,1,"['Fiction, romance, general']",no_ebook,['eng'],2025,0
9.78138E+12,"One Brown Frog, One Green Frog",Mio Debnam,2025,16,Oxford University Press,1,[],no_ebook,['eng'],2025,0
9.79899E+12,Iceman's Daughter,Ruth Hill Small,2025,,"Bellady Books, LLC",1,"['Personal memoirs', 'Family']",no_ebook,['eng'],2025,0
9.78196E+12,Crownless Queen,Cassidy Clarke,2025,,Cassidy Clarke,1,"['Fiction, fantasy, general', 'Fiction, action & adventure']",no_ebook,['eng'],2025,0
9.79889E+12,Room of One's Own,Virginia Woolf,2025,104,Mint Editions,2,[],no_ebook,['eng'],2025,0
9.78179E+12,Flember 5,Jamie Smart,2025,320,"Fickling Books, David",1,[],no_ebook,['eng'],2025,0
9.78103E+12,Contemporary Issues in Primary Physical Education,Gerald Griggs,2025,178,"Routledge, Chapman & Hall, Incorporated",2,[],no_ebook,['eng'],2025,0
9.78134E+12,Family I'm In,Sharon G. Flake,2025,288,"Scholastic, Incorporated",1,[],no_ebook,['eng'],2025,0
9.78103E+12,"Integrated Technologies in Electrical, Electronics and Biotechnology Engineering",Gaurav Aggarwal,2025,670,CRC Press LLC,2,[],no_ebook,['eng'],2025,0
9.799E+12,Finn's Adventures,Debra Sawdy,2025,32,Finn's Adventures,1,"[""Children's fiction"", 'Fiction, action & adventure']",no_ebook,['eng'],2025,0
9.78184E+12,Why Can't That Be You?,Sakshi Gupta,2025,50,Olympia Publishers,1,[],no_ebook,['eng'],2025,0
9.79888E+12,Cave Spiders,Lisa J. Amstutz,2025,24,Capstone,1,[],no_ebook,['eng'],2025,0
9.78134E+12,Playboy Project,Michele Dunaway,2025,272,Harlequin Enterprises ULC,1,[],no_ebook,['eng'],2025,0
9.78163E+12,Conflicting Roots,Robert W. Spencer,2025,,Maine Authors Publishing,1,"['Fiction, general']",no_ebook,['eng'],2025,0
9.78378E+12,Illusions,Jacob Birken,2025,216,Hatje Cantz Verlag GmbH & Co KG,1,[],no_ebook,['eng'],2025,0
9.78196E+12,Redesigning Small-Group Reading Instruction,Julie A. Taylor,2025,256,Solution Tree,1,['Education'],no_ebook,['eng'],2025,0
9.79877E+12,What a Garden Needs,Katherine Chu,2025,16,Lerner Publishing Group,1,[],no_ebook,['eng'],2025,0
9.79835E+12,Journal 2,Dario Acosta Photography,2025,72,Blurb,1,[],no_ebook,['eng'],2025,0
9.78196E+12,Residents of the Deep,Marianne Villanueva,2025,,Unsolicited Press,1,"['Fiction, general', 'Fiction, short stories (single author)']",no_ebook,['eng'],2025,0
9.78103E+12,Return of the Common Good,Stefan Borg,2025,168,"Routledge, Chapman & Hall, Incorporated",1,[],no_ebook,['eng'],2025,0
9.79899E+12,Character,Joshua Franks,2025,,We Serve,1,['Religion'],no_ebook,['eng'],2025,0
9.78196E+12,Howl : the Call of the Wolf,Katy Lipscomb,2025,96,Blue Star Press,1,['Art'],no_ebook,['eng'],2025,0
9.78101E+12,"Family, Vocation, and Humanism in the Italian Renaissance",George W. McClure,2025,,Cambridge University Press,1,"['Italy, history']",no_ebook,['eng'],2025,0
9.78303E+12,Handbook of Nature-Based Solutions to Mitigation and Adaptation to Climate Change,Gustavo J. Nagy,2025,2000,Springer,1,[],no_ebook,['eng'],2025,0
9.79899E+12,American Government---For REal!! How We the People Designed Our Government to Work,Dave Racer,2025,,"Alethos Press, LLC",1,"['United states, history', 'Law']",no_ebook,['eng'],2025,0
9.79899E+12,Songbird's Shadow,J. F. Page,2025,,J. F. Page,3,"['Fiction, romance, general']",no_ebook,['eng'],2025,0
9.78173E+12,"Laila Tov, Grover!",Joni Kibort Sussman,2025,12,Lerner Publishing Group,1,"[""Children's fiction""]",no_ebook,['eng'],2025,0
9.7989E+12,Thus Spoke Zoroaster,Kamal Mirawdeli,2025,,Staten House,1,"['Literature, collections', 'Philosophy']",no_ebook,['eng'],2025,0
9.79822E+12,"Life and Death of Barrett, Kansas",Roberta Allen,2025,250,Roberta Reb Allen,1,"['United states, history', 'Agriculture']",no_ebook,['eng'],2025,0
9.78195E+12,"Yes, Dear...I'm Watching Them",Jason Weening,2025,,"Smith, Cassandra",1,['Parenting'],no_ebook,['eng'],2025,0
9.78164E+12,Angelo the Tangelo Celebrates His Family Tree,Jaclyn Inzalaco,2025,34,Red Penguin Books,1,[],no_ebook,['eng'],2025,0
9.79833E+12,"2025 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)",IEEE Staff,2025,,IEEE,1,[],no_ebook,['eng'],2025,0
9.7818E+12,Social Justice in Language Education,Albert Biel,2025,252,Multilingual Matters,3,['Language and languages'],no_ebook,['eng'],2025,0
9.78195E+12,Middletown,Stephanie Rogers,2025,,Saturnalia Books,1,['Poetry (poetic works by one author)'],no_ebook,['eng'],2025,0
9.79837E+12,Mapping Human Data and Behavior with the Internet of Behavior (IoB),Gunjan Chhabra,2025,644,IGI Global,2,[],no_ebook,['eng'],2025,0
9.789E+12,Christian Mission in Seventeenth-Century Taiwan,Christopher Joby,2025,,BRILL,1,"['Theology, practical']",no_ebook,['eng'],2025,0
9.79899E+12,Gumpus among Us,Sharon Miller,2025,,Pequeño Books,2,"[""Children's fiction"", 'Family']",no_ebook,['eng'],2025,0
9.79889E+12,Dallas Wings,Luke Hanlon,2025,,Press Room Editions LLC,1,[],no_ebook,['eng'],2025,0
9.78921E+12,Social Outlook for Asia and the Pacific 2024 - Protecting Our Future Today,United Nations United Nations,2025,150,"Wiley & Sons, Limited, John",1,[],no_ebook,['eng'],2025,0
9.79899E+12,Maumie Cheeseboro's Magic Sea Quest,D. Holland,2025,,Cheeseboro Publishing,1,"[""Children's fiction"", 'Fiction, action & adventure']",no_ebook,['eng'],2025,0
9.78982E+12,China's Peaceful Rise,Le Hu,2025,,Palgrave Macmillan,1,[],no_ebook,['eng'],2025,0
9.78196E+12,Curious Men,Bob Kunzinger,2025,,Madville Publishing,2,"['Biography', 'Travel']",no_ebook,['eng'],2025,0
9.79889E+12,Witch and Mercenary (Light Novel) Vol. 4,Chohokiteki Kaeru,2025,214,Melia Publishing Services Limited,1,[],no_ebook,['eng'],2025,0
9.78173E+12,Elephants in the Attic Coloring Book,Debra Young Hatch,2025,,"For Kids' Sake Publising, Inc.",1,"[""Children's fiction""]",no_ebook,['eng'],2025,0
9.78303E+12,Cross-Age Teaching and Plurilingualism,Edward P. Flynn,2025,,Palgrave Macmillan,1,[],no_ebook,['eng'],2025,0
9.7818E+12,"Central Banking, Monetary Policy and the Political Economy of Dollarization",Sylvio A. Kappes,2025,304,"Elgar Publishing Limited, Edward",1,[],no_ebook,['eng'],2025,0
9.7989E+12,Yawn,Janosch Strzelczyk,2025,,Staten House,1,"[""Children's fiction"", 'Wit and humor']",no_ebook,['eng'],2025,0
9.78197E+12,Understanding Jericho,Ateret Haselkorn,2025,264,Between the Lines Publishing,1,[],no_ebook,['eng'],2025,0
9.7818E+12,Media and Marginality,Jyoti Ranjan Sahoo,2025,296,"Lang Publishing, Incorporated, Peter",1,['Language and languages'],no_ebook,['eng'],2025,0
9.79889E+12,I Want to Love You Till Your Dying Day volume 1,Nachi Aono,2025,,Kodansha,1,[],no_ebook,['eng'],2025,0
9.7814E+12,Agricola in Scotland,Simon Elliott,2025,,Pen & Sword Books Limited,1,[],no_ebook,['eng'],2025,0
9.78164E+12,Mercy,Joan Silber,2025,256,Counterpoint Press,1,[],no_ebook,['eng'],2025,0
9.78107E+12,French Cooking for Two,Michele Roberts,2025,148,"Fugitives, Les",1,[],no_ebook,['eng'],2025,0
9.78177E+12,She's a Lamb!,Meredith Hambrock,2025,312,ECW Press,1,[],no_ebook,['eng'],2025,0
9.79899E+12,Mindful Moments,Saira Mateo,2025,,Variety Overflow L.L.C.,1,"['Self-help techniques', 'Mind and body']",no_ebook,['eng'],2025,0
9.79899E+12,Win with the Team You Have,Tina Downing,2025,,Executive Quill Press,2,"['Business', 'Self-help techniques']",no_ebook,['eng'],2025,0
9.78184E+12,Shakespeare's Antony and Cleopatra : Allegory on the Banks of the Nile and the Thames,James Norwood,2025,340,"Authors OnLine, Limited",1,[],no_ebook,['eng'],2025,0
9.78196E+12,The Alphabet of Almosts,Angela Grey,2025,,Shady Oak Press,2,"[""Children's fiction"", 'Health']",no_ebook,['eng'],2025,0
9.7818E+12,Prós Agus Filíocht Ardleibhéal,Tomás Ó Madagáin,2025,296,M.H. Gill & Co. U. C.,1,[],no_ebook,['eng'],2025,0
9.79889E+12,More Excellent Way,Daniel G. Caram,2025,,Zion Christian Publishers,1,['Religion'],no_ebook,['eng'],2025,0
9.79822E+12,DK Super History George Washington and the American Revolution,DK Publishing,2025,48,"Dorling Kindersley Publishing, Incorporated",1,[],no_ebook,['eng'],2025,0
9.7818E+12,Superman's Pal Jimmy Olsen,Matt Fraction,2025,344,DC Comics,1,[],no_ebook,['eng'],2025,0
9.78196E+12,"Rosemary, Now and Then",Christina Larson,2025,332,Indigo River Publishing,2,"['Biography', 'Spirituality']",no_ebook,['eng'],2025,0
9.79889E+12,Kindergarten Science Journal Answer Key,Responsive Education Solutions,2025,,BrightThinker,1,['Science'],no_ebook,['eng'],2025,0
9.78059E+12,Firework-Maker's Daughter; Clockwork or All Wound Up,Philip Pullman,2025,176,Knopf Doubleday Publishing Group,1,[],no_ebook,['eng'],2025,0
9.79899E+12,Grace to Catch Up,Berneka Alleyne,2025,,LADY B WRITES LLC,1,"['Self-help techniques', 'Spirituality']",no_ebook,['eng'],2025,0
9.78303E+12,Animals in Premodern Japan,Melissa Ann Kaul,2025,,Palgrave Macmillan,1,[],no_ebook,['eng'],2025,0
9.79899E+12,Better Paradise,Dan Houser,2025,451,Absurd Ventures,2,"['Fiction, science fiction, general', 'Fiction, action & adventure']",no_ebook,['eng'],2025,0
9.78094E+12,Pretty for a Crippled Girl,Teri Siri,2025,184,"NewSage Press, LLC",2,[],no_ebook,['eng'],2025,0
9.78103E+12,"Activating Fluxus, Expanding Conservation",Hanna B. Hölling,2025,400,"Routledge, Chapman & Hall, Incorporated",1,[],no_ebook,['eng'],2025,0
9.799E+12,Threads That Weave Us,Manjula Pothuri,2025,,"Pothuri, Manjula",2,"['Fiction, general', 'Fiction, psychological']",no_ebook,['eng'],2025,0
9.78179E+12,Wild Cattle of Chillingham,Stephen Hall,2025,264,5m Publishing Ltd.,1,[],no_ebook,['eng'],2025,0
9.78174E+12,I'm the Protagonist of an Otome Dating Sim and I Don't Like Any of My Love Interests!,Joana Hill,2025,,Moé Productions,1,"['Fiction, romance, general']",no_ebook,['eng'],2025,0
9.7802E+12,Aftermath,Jeanine de Roy van Zuijdewijn,2025,312,"Oxford University Press, Incorporated",1,['Sociology'],no_ebook,['eng'],2025,0
9.78024E+12,Cozy Days,Coco Wyo,2025,96,"Penguin Books, Limited",1,[],no_ebook,['eng'],2025,0
9.78982E+12,"Technology, Legal Education and Legal Profession in China and Australia",Shu Zhang,2025,,Springer,1,[],no_ebook,['eng'],2025,0
9.78195E+12,Darling Of Blackrock Desert : Three Novellas Of The West,Laura Newman,2025,258,"Delphinium Books, Incorporated",1,"['Fiction, general', 'Fiction, psychological']",no_ebook,['eng'],2025,0
9.78181E+12,Ex Who Came Back,Daniel Hurst,2025,282,Bookouture,1,[],no_ebook,['eng'],2025,0
9.78196E+12,Dark Rebel's Mystery,I. T. Lucas,2025,,"Evening Star Press, LLC.",1,"['Fiction, romance, general', 'Fiction, science fiction, general']",no_ebook,['eng'],2025,0
9.78153E+12,On the Night We Lost Him,Laura Dave,2025,368,Penguin Random House,1,['American literature'],printdisabled,['eng'],2025,0
9.782E+12,Hero's Life,Arthur A. Edwards,2025,152,Kravitz & Sons LLC,3,"['United states, history']",no_ebook,['eng'],2025,0
9.79889E+12,William Shakespeare's the Clone Army Attacketh,Ian Doescher,2025,176,Insight Editions,1,[],no_ebook,['eng'],2025,0
9.78139E+12,Security,Mark Winstead,2025,,"Wiley & Sons, Incorporated, John",2,[],no_ebook,['eng'],2025,0
9.78001E+12,AQA GCSE 9-1 English Language Exam Practice Workbook,Collins GCSE,2025,,HarperCollins Publishers Limited,2,[],no_ebook,['eng'],2025,0
9.7814E+12,Slimy and Smelly Animal Weapons and Defences,Mari Bolte,2025,32,Raintree Publishers,1,[],no_ebook,['eng'],2025,0
9.78103E+12,Public Interest Communications,Ann Searight,2025,312,"Routledge, Chapman & Hall, Incorporated",4,[],no_ebook,['eng'],2025,0
9.78059E+12,Minecraft,Danica Davidson,2025,272,Random House Worlds,1,[],no_ebook,['eng'],2025,0
9.78101E+12,Colonialism and the EU Legal Order,Hanna Eklund,2025,,Cambridge University Press,1,[],no_ebook,['eng'],2025,0
9.79899E+12,"Crossbones, USA",Salvatore Simeone,2025,,TKO Studios,1,"['Comics & graphic novels, general']",no_ebook,['eng'],2025,0
9.78107E+12,Missing Mittens,Iveta Ongley,2025,112,"Ongley, Iveta",1,[],no_ebook,['eng'],2025,0
9.78164E+12,Ayurveda for Obesity and Gut Health,L. Eduardo Cardona-Sanclemente,2025,384,"Inner Traditions International, Limited",1,['Internal medicine'],no_ebook,['eng'],2025,0
9.78164E+12,Book of Revelation Decoded Revised Edition,Rabbi Kirt A. Schneider,2025,272,Charisma Media,1,[],no_ebook,['eng'],2025,0
9.78076E+12,Scroobious Pip,Edward Lear,2025,32,Running Press,1,['English literature'],no_ebook,['eng'],2025,0
9.78006E+12,Origin of Politics,Nicholas Wade,2025,288,HarperCollins Publishers,1,[],no_ebook,['eng'],2025,0
9.78161E+12,Leadership Uncomplicated,Bryan Banta,2025,,Aloha Publishing,1,['Business'],no_ebook,['eng'],2025,0
9.78145E+12,Switcheroo,E. J. Copperman,2025,240,Severn House,3,[],no_ebook,['eng'],2025,0
9.799E+12,Starlight in a Dark Sky,Jerry Behimino,2025,,Philipp Ines House,2,"['Fiction, general', 'Fiction, action & adventure']",no_ebook,['eng'],2025,0
9.78196E+12,"Year of Snake Coloring Book for Children, Teens and Adults",Ink Dance Publishing,2025,,"Ink Dance Publishing, LLC",1,"['Religion', 'Games']",no_ebook,['eng'],2025,0
9.79899E+12,Money Maven Manual,Nicole Burdick,2025,,"Burdick, Nicole",3,"['Finance, personal', 'Education']",no_ebook,['eng'],2025,0
9.78104E+12,This Must Be the Place,Maggie O'Farrell,2025,512,Headline Publishing Group,1,[],no_ebook,['eng'],2025,0
9.79899E+12,Wandering Closer,Etta Lane,2025,,Etta Lane,1,"['Fiction, romance, general']",no_ebook,['eng'],2025,0
9.78177E+12,21 Things You Need to Know about Indigenous Self-Government,Bob Joseph,2025,200,"Page Two Books, Inc.",1,[],no_ebook,['eng'],2025,0
9.78085E+12,Legendary Estates of Beverly Hills,Jeffrey Hyland,2025,400,"Rizzoli International Publications, Incorporated",1,[],no_ebook,['eng'],2025,0
9.78168E+12,Hollow,Shannon Watters,2025,176,BOOM! Box,1,[],no_ebook,['eng'],2025,0
9.79888E+12,Hate Revisited!,Peter Bagge,2025,124,Fantagraphics Books,1,[],no_ebook,['eng'],2025,0
9.78162E+12,Luna de Brillo,Laura Fernandez,2025,,Publication Studio,1,['Art'],no_ebook,['eng'],2025,0
9.78174E+12,Pet Human,David Levy,2025,,Periscope Entertainment,1,"['Fiction, fantasy, general', 'Fiction, science fiction, general']",no_ebook,['eng'],2025,0
9.79822E+12,Coloring Guidebook to Hygiene with Sudsy Bubble : A Fun and Educational Coloring Book for Staying Nice and Clean. Book 1,Satisha Monroe,2025,,Sudsy Bubble Universe Press,1,"['Education', 'Health']",no_ebook,['eng'],2025,0
9.78103E+12,Islam in World History,Susan L. Douglass,2025,206,Taylor & Francis Group,2,[],no_ebook,['eng'],2025,0
9.78303E+12,Arab-Zionist Perspectives on the Early Struggle for Justice in Palestine,Labeeb Ahmed Bsoul,2025,,Palgrave Macmillan,1,[],no_ebook,['eng'],2025,0
9.79887E+12,"ESV Single Column Journaling Bible, Artist Series, Red Letter (Cloth over Board, Lulie Wallace, in Bloom)",Lulie Wallace,2025,,Crossway,1,[],no_ebook,['eng'],2025,0
9.78173E+12,Into the Mist,Sharon Mikeworth,2025,,River Nation Publishing,2,"['Fiction, science fiction, general', 'Fiction, romance, general']",no_ebook,['eng'],2025,0
9.78179E+12,Surrounded by Idiots,Thomas Erikson,2025,400,Ebury Publishing,1,[],no_ebook,['eng'],2025,0
9.78303E+12,Physics and Mathematics in Musical Composition,Kinko Tsuji,2025,300,Springer,1,[],no_ebook,['eng'],2025,0
9.79899E+12,Penny the Pony,Scottie Asay,2025,,Book Journey Publishing,1,"[""Children's fiction""]",no_ebook,['eng'],2025,0
9.78982E+12,Sustainable Urban Environment and Waste Management,Javid A. Parray,2025,,Springer,1,[],no_ebook,['eng'],2025,0
9.7989E+12,Economics,Bentley Hood,2025,,WH Haufmann,1,['Reference books'],no_ebook,['eng'],2025,0
9.78982E+12,Trends in Advanced Unmanned Aerial Systems,Zheng Hong (George) Zhu,2025,,Springer,1,[],no_ebook,['eng'],2025,0
9.789E+12,Religious Lawfare,Andrés Constantin,2025,,BRILL,1,['Law'],no_ebook,['eng'],2025,0
9.78147E+12,Capillary Gravity Water Waves Linearized at Monotone Shear Flows,Xiao Liu,2025,136,"Wiley & Sons, Limited, John",1,[],no_ebook,['eng'],2025,0
9.79899E+12,Uncorked Murder,Marie MacKenzie,2025,,Cottage Books + Beans,1,"['Fiction, mystery & detective, general', 'Crime']",no_ebook,['eng'],2025,0
9.79889E+12,Video Games,Abby Doty,2025,,North Star Editions,1,[],no_ebook,['eng'],2025,0
9.78134E+12,Tracing Her Stolen Identity,Katie Mettner,2025,224,Harlequin Enterprises ULC,3,[],no_ebook,['eng'],2025,0
9.78167E+12,Investigating Respiration,Tamra B. Orr,2025,,Cherry Lake Publishing,2,['Physiology'],no_ebook,['eng'],2025,0
9.78125E+12,Hello Dog / Hello Human [Flip Book],Sara Levine,2025,32,Melia Publishing Services Limited,1,['Zoology'],no_ebook,['eng'],2025,0
9.78195E+12,CLER Report of Findings 2025 Patient Perspective of the Clinical Learning Environment,Accreditation Council for Graduate Medical Education,2025,,ACGME,1,['Education'],no_ebook,['eng'],2025,0
9.7818E+12,Court of Terror,Luana Vergari,2025,64,CineBook,1,[],no_ebook,['eng'],2025,0
9.78145E+12,Reimagining Voluntary Sector Leadership,James Rees,2025,238,Policy Press,1,[],no_ebook,['eng'],2025,0
9.7814E+12,Storied Style,Grace Mitchell,2025,340,HarperCollins Focus,1,[],no_ebook,['eng'],2025,0
9.7808E+12,Perfect Frenzy,Andrew Lawler,2025,544,"Grove/Atlantic, Incorporated",1,"['United states, history']",no_ebook,['eng'],2025,0
9.78162E+12,Fire in the Temple,Glen Williamson,2025,132,"SteinerBooks, Incorporated",1,[],no_ebook,['eng'],2025,0
9.78165E+12,Fur Mama,Diana du Pont,2025,360,Trafalgar Square Books,2,[],no_ebook,['eng'],2025,0
9.79889E+12,"Family Handyman Guide to Skills, Tools and Techniques",Family Family Handyman,2025,272,"Trusted Media Brands, Inc.",1,[],no_ebook,['eng'],2025,0
9.78142E+12,Daily Wisdom for Women,BroadStreet Publishing BroadStreet Publishing Group LLC,2025,384,BroadStreet Publishing,1,['Religion'],no_ebook,['eng'],2025,0
9.79889E+12,Knowledge Graph of Vocational Undergraduate Education,Kun Gao,2025,,Science Culture Publishing House,1,['Education'],no_ebook,['eng'],2025,0
9.79899E+12,Six Minutes Late,"Archunde, Henry, Jr.",2025,,True North Writings LLC,2,"['Fiction, thrillers, suspense', 'Fiction, psychological']",no_ebook,['eng'],2025,0
9.78059E+12,Nunu and the Sea,Isabella Kung,2025,48,Random House Children's Books,2,[],no_ebook,['eng'],2025,0
9.78192E+12,Having Body Dysmorphia,Sarah Eason,2025,48,Cheriton Children's Books,2,[],no_ebook,['eng'],2025,0
9.78196E+12,Mechanical System Optimization Design Technology and Practice,Pan Zhang,2025,,Chinese Literature Press,1,"['Art', 'Agriculture']",no_ebook,['eng'],2025,0
9.78103E+12,Writing Forward,Susan Bassnett,2025,264,Taylor & Francis Group,4,[],no_ebook,['eng'],2025,0
9.799E+12,Spark It!,Robert Radi,2025,,Integral Advantage® Publishing Division,1,"['Business', 'Interpersonal relations']",no_ebook,['eng'],2025,0
9.78006E+12,Cleopatra,Natasha Solomons,2025,304,HarperCollins Publishers,2,[],no_ebook,['eng'],2025,0
9.78164E+12,Mastering Your G. A. P.,Jacob Werksman,2025,256,Forefront Books,2,['Business'],no_ebook,['eng'],2025,0
9.79889E+12,Hyakumanjou Labyrinth,Takamichi,2025,,Orange USA Inc.,2,"['Comics & graphic novels, general']",no_ebook,['eng'],2025,0
9.78174E+12,Misconceptions of Humility,Kartriece Ward,2025,,In His Hands Publications,1,"['Religion', 'Self-help techniques']",no_ebook,['eng'],2025,0
9.78101E+12,Making of Labour Precarity in China since 1949,Xiaojun Feng,2025,,Cambridge University Press,1,['Economics'],no_ebook,['eng'],2025,0
9.78104E+12,Little Book of Miami Style,Ashley Brozic,2025,160,Welbeck Publishing Group Ltd.,1,[],no_ebook,['eng'],2025,0
9.78167E+12,Allie and the Angel,Dorothy Van Kirk,2025,34,Archway Publishing,3,[],no_ebook,['eng'],2025,0
9.78399E+12,Amazing Tales,S. J. Byrne,2025,110,"Liese. Outside The Box, Andreas",1,[],no_ebook,['eng'],2025,0
9.79889E+12,Uzaki-Chan Wants to Hang Out! Vol. 12,Take,2025,154,Melia Publishing Services Limited,1,[],no_ebook,['eng'],2025,0
9.78165E+12,Victim #8,Traci Hunter Abramson,2025,,Deseret Book Company,2,"['Fiction, general']",no_ebook,['eng'],2025,0
9.7989E+12,Education in the Digital Age,Kivanc Bozkus,2025,,"Nova Science Publishers, Incorporated",1,[],no_ebook,['eng'],2025,0
9.78184E+12,Tourism Case Studies Middle East and North Africa (MENA) and Sub-Saharan Africa Regions,Naomi Moswete,2025,168,CABI,1,[],no_ebook,['eng'],2025,0
9.78198E+12,Cleveland Browns,Mark Stewart,2025,48,Rosen Publishing Group,2,[],no_ebook,['eng'],2025,0
9.78151E+12,Red and Blue,Sara Soler,2025,64,Dark Horse Comics,1,"[""Children's fiction""]",no_ebook,['eng'],2025,0
9.78103E+12,"Gustav Mahler, Julius Korngold and the Neue Freie Presse",Michael Haas,2025,272,Taylor & Francis Group,3,"['Music, history and criticism']",no_ebook,['eng'],2025,0
9.7882E+12,The Conquest of New Spain,,2025,,General Press,1,"['Biographies', 'History']",no_ebook,['eng'],2025,0
9.78081E+12,Growing in Love with Catherine of Siena,Paula A. Gomez,2025,148,Paulist Press,1,['Christian sects'],no_ebook,['eng'],2025,0
9.7989E+12,Book of Light : Volume One,Akiel,2025,,selfpublishing.com,1,['Religion'],no_ebook,['eng'],2025,0
9.78037E+12,"Thank You, Teacher!",Supriya Kelkar,2025,32,Melia Publishing Services Limited,1,[],no_ebook,['eng'],2025,0
9.78184E+12,Martin Truefitt-Baker,Flame Tree Studio,2025,176,Flame Tree Publishing,1,[],no_ebook,['eng'],2025,0
9.78104E+12,Research Agenda for Disaster Law,Dug Cubie,2025,220,"Elgar Publishing Limited, Edward",1,[],no_ebook,['eng'],2025,0
9.79899E+12,It All Begins with Two,Cynthia Breheny,2025,,Paradox Press,2,['Science'],no_ebook,['eng'],2025,0
9.78164E+12,Sunlight Playing over a Mountain,Selina Li Bi,2025,320,"Soho Press, Incorporated",1,"[""Children's fiction""]",no_ebook,['eng'],2025,0
9.78057E+12,Fate of Podkin One-Ear,Kieran Larwood,2025,,"Faber & Faber, Limited",1,[],no_ebook,['eng'],2025,0
9.79899E+12,God of Tomorrow,Robert Artwohl,2025,,"FarView Press, LLC",1,"['Fiction, mystery & detective, general', 'Fiction, thrillers, suspense']",no_ebook,['eng'],2025,0
9.78081E+12,The Cost of Being Undocumented,Alix Dick,2025,256,Beacon Press,1,[],no_ebook,['eng'],2025,0
9.78104E+12,Beyond the Screen,Frank A. Aycock,2025,236,"Routledge, Chapman & Hall, Incorporated",1,['Literature'],no_ebook,['eng'],2025,0
9.7802E+12,Microbiome,Berenice Langdon,2025,264,"Oxford University Press, Incorporated",1,['Microbiology'],no_ebook,['eng'],2025,0
9.78165E+12,Rent-A-Girlfriend 29,Reiji Miyajima,2025,208,"Kodansha America, Incorporated",1,[],no_ebook,['eng'],2025,0
9.78103E+12,"Translation, Pornography, Performativity",Douglas Robinson,2025,136,Routledge,1,['Language and languages'],no_ebook,['eng'],2025,0
9.7989E+12,How Did People Learn to Speak?,David Ann,2025,,GOS Education Inc.,1,"['Education', 'Mathematics']",no_ebook,['eng'],2025,0
9.78303E+12,Shoulder Pain,Filip Struyf,2025,173,Springer,1,[],no_ebook,['eng'],2025,0
9.78199E+12,Clan of Heroes,Theo Mann,2025,454,Invisible Publishing Company,1,[],no_ebook,['eng'],2025,0
9.78104E+12,Handbook of Social Network Analysis and Education,Nina Kolleck,2025,560,"Elgar Publishing Limited, Edward",1,[],no_ebook,['eng'],2025,0
9.7989E+12,Dolphins Communicate Through Ultrasound Waves,David Ann,2025,,GOS Education Inc.,1,"['Education', 'Mathematics']",no_ebook,['eng'],2025,0
9.78104E+12,Art of Collaboration,Jacqui George,2025,,Taylor & Francis Group,2,[],no_ebook,['eng'],2025,0
9.78104E+12,Digital Globalization of Creative Industries,Stephen Chen,2025,314,"Elgar Publishing Limited, Edward",1,[],no_ebook,['eng'],2025,0
9.78142E+12,Mind Games,Nora Roberts,2025,604,St. Martin's Press,2,[],no_ebook,['eng'],2025,0
